//Rank,User,Team,Points,Played,Combined,Best
999,OpTiamBlitZ,Charlotte Eagles,6,15,558,17
1000,NationalizeMLB,GC Strength,6,15,613,19
1001,Nelmit,Matagorda Bay Tides,6,16,791,14
1002,torvald7890,Deadwood Punch and Judys TTC,6,22,1598,17
1003,tmtk,Houston Purples,5,3,54,9
1004,mrconce,Great Lakes Loons,5,3,107,18
1005,Razorstackz,Razorstackz Razor,5,4,207,16
1006,aughts10367,Windy City Southside Pale Hose TTC,5,5,149,11
1007,agarris1,Sticky Bats,5,5,168,14
1008,kenw62356,Low Country Gators,5,6,193,14
1009,Threeve,Las Vegas High Rollers,5,6,220,13
1010,hoolash,Coldwater Crusaders,5,6,328,12
1011,DonovanKreed,Portland Sirens,5,7,235,10
1012,STLWes,Busch Whackers,5,8,286,9
1013,Lordpig,IRB Iron Pigs,5,9,346,16
1014,BriDav006,Delmarva Shorebirds_TTC,5,9,424,11
1015,04Monstah,John Henry Must Dye (hiS haIR),4,2,28,10
1016,ssanger1974,Southside Hitmen - HOTL,4,2,39,13
1017,atwarren44,Transylvania Counts,4,2,71,15
1018,Thedeityofice-PCK,Pittsburgh Ironmen - PCK,4,3,74,9
1019,bmaahs,Tampa Dumpster Fire TTC,4,3,77,14
1020,Jackphoenix,Tardis City Doctor Who,4,3,82,10
1021,ArmandBaseball,Jacksonville Cthulhu,4,3,82,11
1022,brushback,Scuderia Ferrari,4,3,133,13
1023,Letsgoos,Carolina Orioles,4,4,107,11
1024,Magenta_Face,Sacramento Magpies,4,4,123,21
1025,Dserv4,Holly Springs Brewers,4,4,131,11
1026,RBicide,Seattle Seadogs,4,4,135,10
1027,McGlovin,Inland Empire 66ers,4,4,151,15
1028,VoiceofReason1976,Medway Car Parks,4,4,186,11
1029,Totaro,Kotonoha Akanetics,4,4,217,24
1030,username0251,Cudahy Day Drinkers,4,5,137,20
1031,PaulM,Hawaii Islanders,4,5,144,16
1032,Baseballbroseph21,Aurora Diplomats,4,5,178,15
1033,Butang,Hanshin Tigers,4,5,185,14
1034,atabakin,Virginia Beach Freaks,4,5,187,11
1035,Hello_Friend426,Hello Friends - PCK,4,5,209,15
1036,fubbydude1991,Flint SOL Lions,4,5,384,21
1037,TheRick,Rockford Redbirds,4,6,184,22
1038,TeamKillGreg,Brooklyn BedstuyBoys,4,6,187,20
1039,miki,Los Angeles Dodgers,4,7,290,13
1040,rwall1988,Bay View Sunsets,4,9,328,23
1041,alexothegreat520,Hackensack Bulls,4,9,342,17
1042,kit_belcher,London Braves,4,10,361,21
1043,dhornermb,Country Clubbers,4,11,600,11
1044,zgrizzly,kingsville Jays,4,12,609,14
1045,WELL_DONE,Quebec Nordiques We-The North,3,1,9,9
1046,sarcasmo,Beantown Brawlers,3,1,9,9
1047,GBB0SS302,Ottawa Senators,3,1,11,11
1048,Vialabo,El Vampiro Ankle Biters,3,1,11,11
1049,BradChampion,Worcester Boys of Somers,3,1,12,12
1050,TheChosen0ne,San Diego Padres,3,1,12,12
1051,babyfarkmacgeezax,San Fernando Valley Tacos,3,1,12,12
1052,Epicque,Hawaii Dolphins,3,1,13,13
1053,GreenKali,Mackinaw Peaches,3,1,15,15
1054,jugrz82,Tionesta Tornadoes,3,1,15,15
1055,uw,Montreal Maroons,3,1,15,15
1056,aron07,Milwaukee Brewers,3,1,16,16
1057,djsparkes,South Shore Priests,3,1,16,16
1058,TheAngeloRamos,San Clemente Kooks,3,2,51,11
1059,JonBovi,Angeles Babies,3,2,53,13
1060,thaines,Jamestown Highlanders,3,2,53,13
1061,billk23,Hanover Hammers,3,2,60,13
1062,Tatu,Warner Robins Demons PCK-HotL,3,2,60,14
1063,pyrrha93,London Ocelots,3,2,66,14
1064,dayveeed,South Pacific Swordfish,3,2,67,9
1065,MRanz,Feasterville Tigers,3,2,70,16
1066,RoutineFly,Sioux City Sues,3,2,71,26
1067,Franchy2,Alabama Swamp Skeeters,3,2,73,11
1068,Tracerbullet,Osea Razgriz,3,3,104,13
1069,asr37,Little Rock Stars,3,3,105,13
1070,bmaahs1,Tampa Cubbies TTC,3,3,118,16
1071,stuindayton,Little River Gold Sox,3,3,120,16
1072,Phoenix6767,Winnipeg Goldeyes,3,3,122,9
1073,djsubroc,Boston Black Sox,3,3,134,32
1074,gusmccoy,Mother McCree's Uptown Jug Champions,3,3,151,15
1075,Ryno9_3rd,Brownsville Skidmarks,3,3,178,30
1076,Tames97,Bethany Bulldogs,3,4,137,21
1077,Jhud66,Sandlot Sluggers,3,4,140,25
1078,jayklayman,Saba Mackerels,3,4,146,14
1079,cooliofan27,ANgeles GIrlypops,3,4,169,10
1080,annoyedcustomer,Old Bridge Tycoons,3,4,171,11
1081,xx420yoloswag,Falador Rioters Dscim,3,4,177,14
1082,HitAndRun27,Orange County Crush,3,5,161,18
1083,BLAAAKE08,New York Spankees,3,5,166,20
1084,kennyk442,Arlington Air Hogs,3,5,189,15
1085,jcookusm14,Glendale Eagles,3,5,211,10
1086,PrenSion,Seoul PrenSion,3,5,347,16
1087,rwd072059,Dothan Peanuts,3,6,189,17
1088,Sulha,Anyang Baekho,3,6,271,19
1089,trotrains,Austin Vaqueros,3,7,258,12
1090,engineno9,Shoreville Wolfpack,3,9,842,27
1091,thatmobguy,Florida Storm Kings,3,10,395,23
1092,Veste,Roaming Tortoises,3,14,641,18
1093,viksly,Anglewood Anglers Glers,2,2,44,17
1094,SushiMcMochi,Low Diamond Phillips,2,2,51,25
1095,rebjr921,Boston Wild Dogs,2,2,82,23
1096,Dreamfrog22,Ramsey Paces,2,3,100,23
1097,StGAdam,Dallas DFWs,2,3,101,26
1098,demfrostytoes,Dallas Pirates,2,3,114,20
1099,Davklotz,Crispy Mountain Mornings,2,3,149,19
1100,dhuckle,Muskoka Red Squirrels,2,3,154,19
1101,DA186,Clarkston Cougars,2,3,193,46
1102,TheCharm,The Way We Became The Brady Bunch TTC,2,4,161,19
1103,DBlockDragon,Lapblock Dragonhounds PCK,2,4,241,20
1104,Fable,Champaign Cornbelters,2,5,186,20
1105,nightsong,Indo Nightsongs,2,5,205,18
1106,hockeywhitey,Lone Tree Lumberjacks,2,5,231,21
1107,wishesgranrd,Greendale Human Beings,2,5,244,23
1108,ariko65,El Dorado Aztecs,2,6,217,26
1109,frodocmg,Las Vegas Aviators,2,6,297,29
1110,asexton65,Toneslough Hamiltonians,2,6,366,22
1111,kimhzip,Texas Dolphins Dolphins,2,7,363,20
1112,rtoro6,Gastonia Peaches,2,8,461,27
1113,frogboutique,Longmont Catboys,2,8,485,22
1114,jsayer7,Cape Cod Sharks - HotL,2,9,408,20
1115,tdavis92017,San Diego Billie Goats,2,12,644,20
1116,BigMuggsyBulldogs,Miami Big Muggsy,2,14,670,24
1117,Doctor_Gonzo,Salty Hall Monitors TBD,1,1,17,17
1118,TidyRighties,Possum Ridge Southpaws TTC,1,1,18,18
1119,coffeyfiend,Rodeo City Wildcats,1,1,20,20
1120,dlarsentx,Temple Texans,1,1,20,20
1121,major3654,Montral Expos,1,1,20,20
1122,DNX,North Dakota Fighting Sioux,1,1,21,21
1123,DOMSHOMIT,Tokyo Blazeguard,1,1,21,21
1124,Strifeknot,Wokingham Night Shift,1,1,21,21
1125,dmbronski,Port Townsend Wild Daphnes,1,1,21,21
1126,Joshography,- I GOT YOUR SIX - - IGY6 -,1,1,22,22
1127,tecz,Mammoth Moguls,1,1,22,22
1128,BobbyWadd,Hades Heat,1,1,23,23
1129,Ekim2410,Earthly Aliens,1,1,24,24
1130,kglw,Bay View Blaze,1,1,25,25
1131,Prasino,Hellas Hellas,1,1,26,26
1132,tommcaudillo,The Black Freighter TBD,1,1,26,26
1133,Hambone513,Sunderland Rokerman,1,1,27,27
1134,Moankeymage,New Orleans Voo Doo,1,1,28,28
1135,admanct,New York Baltimore Orioles,1,1,28,28
1136,sfjpck,Olney Islanders,1,1,28,28
1137,MMCOLDAGAIN,City Hospital Doctors,1,1,29,29
1138,Yagsi,Kirkwood Pioneers,1,1,30,30
1139,matsustrak1,Manila Thrillas,1,1,30,30
1140,ratracerunner,Boston Marathoners,1,1,30,30
1141,hossrulz,Compton Chronic,1,1,31,31
1142,xiayun2024,NorCal CGE,1,1,31,31
1143,gidsmoose,Gowanus Canaliers,1,1,32,32
1144,jabroo1228,Clearwater Phillies,1,1,32,32
1145,warthog79,Santa Cruz Switch,1,1,32,32
1146,frosty000,London WereWovles,1,1,47,47
1147,paochs,The Lou Blues,1,1,47,47
1148,bken,Highland Horned Frogs,1,1,49,49
1149,csnay,Connecticut Astronomers,1,2,62,17
1150,Fanofvan,Sydney Viv Dogs,1,2,62,28
1151,percyderolo,Whitestone Gunslingers,1,2,69,31
1152,jsitko1,Belmont Biscuits,1,2,71,29
1153,ChrisAivaliotis,Frisco RoughRiders,1,2,71,31
1154,THOFF41,Egregiously Egregious,1,2,72,19
1155,GBpack4008,Denver Bartlets,1,2,72,30
1156,naesc76,Burlington Baboons,1,2,73,17
1157,Steadyexpensive,Green Mountain Maple Bombers,1,2,74,19
1158,BLKush,Kushville Knights,1,2,79,17
1159,flyer48,St. Charles Aces,1,2,80,22
1160,lightmoon,Spite Store Hoot Owls,1,2,80,24
1161,Hyphen,Hutchinson Kings,1,2,84,28
1162,lcale99,Hannibal Pirates,1,2,84,28
1163,Sniff,Charleston Walruses,1,2,85,33
1164,Rumps,Marz Martian,1,2,94,30
1165,douglasfaulkner65,Warner Robins Demons,1,2,96,37
1166,therichlenshow,Possum Lodge Men,1,2,105,31
1167,Ryanmad1,Six Nations Chiefs,1,2,120,56
1168,RetiredBanker3,Mimico Marauders,1,2,126,24
1169,GVZ3,Unknown Comics TTC,1,2,130,42
1170,kris024,Trenton Eclipse,1,2,133,27
1171,beep,Beep Boomers,1,2,140,24
1172,7theaven,Ft. Wayne Rage,1,3,119,30
1173,Dugbark,Louisville Bourbons,1,3,124,31
1174,immortalbortle,Knoxville Bungholes,1,3,127,17
1175,bobhill32,Lakenheath Mud Puppies,1,3,130,22
1176,twipperby,Ypsi Pilots,1,3,132,22
1177,Dabeaux,Soda City Cottonmouths,1,3,133,34
1178,bryan_05,Illinois Herbicide Drift,1,3,137,27
1179,BillPitt-PCK,Bethlehem Iron Packers PCK,1,3,138,32
1180,xXPooSnakeXx,Portland Franks,1,3,139,24
1181,pttp,New York Walruses,1,3,142,26
1182,StevenLuker,Palm Springs Angels,1,3,142,31
1183,brrrdt1,Somerset Dolphins,1,3,146,28
1184,CTBiggums,Atlanta Thrashers,1,3,154,18
1185,bbbenson,nevata firedagons,1,3,154,31
1186,lordcrazy,Kansas City All Juice Team,1,3,155,31
1187,jclay31797,West Virginia Black Bears,1,3,160,32
1188,likelyapril,Seattle Seattle,1,3,165,46
1189,bgrima47,Valletta Knights,1,3,168,18
1190,jrgst3,Maui Magic,1,3,285,47
1191,sageentprez,Chucktown Triplets,1,4,142,18
1192,Nicole3Cahill,Florida Marlins,1,4,157,20
1193,Boogyman10,Columbus Sudowoodos,1,4,159,25
1194,JQJr,Salt Lake Stormin' Mormons PCK,1,4,163,18
1195,selmes12,Jager Meisters,1,4,206,18
1196,Mxi,Seattle Mariners,1,4,214,19
1197,Norejus,Lovecraft City Werewolves,1,4,263,35
1198,FrankChance,Skandia Truss,1,4,317,37
1199,giantsfan,Grand Prairie Dust Devils,1,5,246,32
1200,statsmonger,Punxsutawney Deja VU,1,5,249,31
1201,PBiculous,Austin Slackers,1,5,263,22
1202,goteamgo,Seattle Pilots,1,5,275,43
1203,usong02,Busan Lotte Giants,1,5,277,35
1204,setzer42,Idaho Spuds,1,6,259,24
1205,Satior420,Mars Attacks,1,6,285,23
1206,toadvine,Screwston Blastros,1,6,289,24
1207,flagstaffrocks,Flagstaff Foresters,1,6,309,23
1208,Wallad89,Jefferson Privateers,1,6,309,27
1209,clammydankstank,Oildale Hounds,1,6,323,28
1210,astory2go,Rock County Stratocasters,1,6,332,17
1211,scott3161,Daegu Oldpaper,1,7,320,31
1212,Boom-Boom,Anchorage Sky Hawks,1,7,465,33
1213,bobbaroo814,Petosky Penny Whistlers PCK,1,11,540,20
1214,mrogner,Chico Heat BFF,0,1,33,33
1215,BretHart,Calgary Hitmen,0,1,34,34
1216,zevus,Tyler Trout,0,1,34,34
1217,CurlingSEA,Georgia (Tech) On My Mind,0,1,35,35
1218,mrlegend28,Miami Vice,0,1,35,35
1219,darkgryphon700,Saint Wendel Hermits,0,1,37,37
1220,CaseyP,Henerville Hippos,0,1,38,38
1221,Svech37,Raleigh Svechcanes,0,1,38,38
1222,rolen17,Wawa Cheesesteak Hoagies,0,1,38,38
1223,ziggmiceter,San Juan Coqui,0,1,38,38
1224,FoxHall,Orlando BountyHunters,0,1,39,39
1225,behlem,Brookings Bruins,0,1,39,39
1226,yodaslayer24,No money spent 100 completion,0,1,39,39
1227,Greggylad15,Southampton Sox,0,1,40,40
1228,Omglink,Ashland Arrows,0,1,40,40
1229,drdynastic,Red Rock Live TTC,0,1,41,41
1230,Djrose41,Los Angeles Centaurs,0,1,42,42
1231,mpatt75,Northern Michigan Large Bridges,0,1,42,42
1232,LMTShawn,Cleveland Crunch,0,1,43,43
1233,Thompao10,Las Vegas Expos,0,1,43,43
1234,hmbutter49,Half Moon Bay Locs,0,1,44,44
1235,R0cketer1,Boston Studs or Duds,0,1,46,46
1236,bdbk85,Columbus Crimson,0,1,46,46
1237,Lazygs,Hazlet Hellhounds,0,1,47,47
1238,KCRoyals,Alabama Storm Chasers,0,1,48,48
1239,adamhansolo,Moon Men,0,1,50,50
1240,tailgtr24,Davenport River Rats,0,1,50,50
1241,ForbiddenZone,Bologna Towers,0,1,51,51
1242,Panathinaikos,Panathinaikos PAO,0,1,52,52
1243,koosack3,Sutcliffe Trailer Parks,0,1,52,52
1244,Doctor,Green Dirigibles,0,1,53,53
1245,kwinside,Busan Giants,0,1,53,53
1246,Blutester1959,Taylor Street Lappers,0,1,54,54
1247,paavoharju,Sorocaba Catfish,0,1,54,54
1248,Plochmj,Walworth County Townies,0,1,55,55
1249,TMAC27,Yuba Macs,0,1,55,55
1250,baifeng24,Kansas City Red Raiders,0,1,55,55
1251,jaj73,Longview Storm,0,1,55,55
1252,Floyd_Hopkins,Honolulu Fu Manchu,0,1,56,56
1253,Jonesy_11,Calgary Vipers,0,1,56,56
1254,Willett_K_23,Racine Belles,0,1,56,56
1255,cokezorro,Tuscon Aggies,0,1,56,56
1256,dave02903,Jupiter Astro,0,1,56,56
1257,foxtrotunicorn,Central Park Space Cows,0,1,57,57
1258,scoufield4k,Bila Tserkva Hunters,0,1,57,57
1259,DarthSull,San Diego Sith Lords,0,1,58,58
1260,jafrawr,Twinsburg Tigers,0,1,58,58
1261,juicemoya,San Francisco Mouth Pounders,0,1,58,58
1262,Nv9,Las Vegaas Wild Riders,0,1,59,59
1263,Snatit9,Nashville Studs,0,1,59,59
1264,frostingfork,Southside Popes,0,1,59,59
1265,Bravos332,Atlanta PeachKings,0,1,60,60
1266,Edezaris,New York Knights,0,1,60,60
1267,MiracleLeagueOttawa,Luskville River Bats,0,1,60,60
1268,bucknasty23,Erie Gorillas,0,1,60,60
1269,1722wschamps,God Is Love Jesus Is King,0,1,61,61
1270,NZBreaks,Careless Whispers Whispers,0,1,61,61
1271,sw311234,Niagara Falls Knickerbockers,0,1,61,61
1272,EnviroBen,Irkutsk White Wolves,0,1,62,62
1273,Jfthethird,Toledo Red Storm,0,1,62,62
1274,mppavese,Las Vegas Gamblers,0,1,62,62
1275,rookee,Thunder Bay Border Cats,0,1,63,63
1276,LongIslandPsyducks,Long Island Psyducks,0,1,64,64
1277,TastyKnight,Chandler Comets,0,1,69,69
1278,ajstipcak,Indiana Ice Miners,0,1,71,71
1279,Dbsilber,Santa Monica Vikings,0,1,82,82
1280,werbenmanjensen1,Freedom Grabbers - HOTL,0,1,82,82
1281,Broadstlegends,Gettysburg Federals,0,1,89,89
1282,bizniff1231,Royal Caribbeans,0,1,97,97
1283,TheDon465,Baconville AirHogs,0,1,98,98
1284,ZaeK47,Phoenix Wardens,0,1,101,101
1285,Reichenbach,Jacksoville Trash Haulers,0,1,110,110
1286,joeyflam,Palo Alto Hawks,0,1,113,113
1287,swanman911,Richmond Tigers,0,1,117,117
1288,Blazeswim,Crown Point Corn Dogs,0,1,120,120
1289,JDion20,Parkhurst Piranhas,0,1,126,126
1290,MattyGVT,West Palm Sharks,0,1,127,127
1291,lexmoose,Blanton Bourbons,0,2,67,33
1292,dukeston1,Dukes Dodgers,0,2,72,33
1293,mcmiller999,Hagerstown Hellgramites,0,2,76,38
1294,cryptokurt,Bitcoin City Bulls,0,2,80,38
1295,ICE_MAN,Hammer's Rabbid Squirrels,0,2,82,36
1296,larrupin_lous,Magic Jeannis,0,2,83,39
1297,The_K_Man,Aumsville Abyss,0,2,92,38
1298,onrisque,Angry Chihuahuas,0,2,94,45
1299,krashl007,Detroit Sultans of Swing,0,2,103,41
1300,ootp2026,SSG Landers,0,2,103,46
1301,JeffersonJim,Topeka Tootsie Rolls,0,2,103,51
1302,thatllhappen,Vista Views,0,2,104,43
1303,wwonkas,Oregon Coast Exploding Whales,0,2,109,54
1304,angelsplayer27,Sacramento Gunners,0,2,110,53
1305,Tukanguha,Golden Sombreros PCK,0,2,123,60
1306,bphilb1,Lyman Greyhounds,0,2,125,62
1307,cakh5050,China ICBMs,0,2,133,52
1308,coll345,Mickey Mankeys2,0,2,142,43
1309,bilt12,JN Cardinals,0,2,155,62
1310,PeskyPole,Hetfield Sandmans,0,2,155,75
1311,jmodendhal,Berlin Blue Crabs TBD,0,2,160,70
1312,tedomcfredo,San Marino Snappers,0,2,166,51
1313,joecarter1,Windsor Liberty,0,2,174,58
1314,FiveOhhh,Manchester Mountaineers,0,2,182,61
1315,artierose59,Long Island Dolphins,0,3,115,33
1316,tay_cummins,Boulder Buffs,0,3,142,39
1317,Saintleo14,Tampa Rattlers,0,3,148,41
1318,KoaDaBoa808,Honolulu Warriors,0,3,156,40
1319,DJL,Downsview Dragons,0,3,164,46
1320,jfoll273,iLLadelphia Angels,0,3,178,56
1321,moosehaas,Brooklyn Prison Ship Martyrs,0,3,180,33
1322,Quickserviceman,Samsung Lions,0,3,182,33
1323,k1nga1obar,Brooklyn Sunbirds,0,3,183,60
1324,chrisb,Ventura Waves PCK,0,3,184,60
1325,stephen173,Sherbrooke Jaspers,0,3,188,61
1326,yelich4mvp,Racine Tardigrades,0,3,189,62
1327,Crimson,Mississauga Maple Trees,0,3,288,85
1328,bfarrell16,St. Louis Stars,0,4,192,37
1329,KZIKilla,Evergreen Elven Elk,0,4,202,38
1330,stoli314,Charleston Dirty Birds,0,4,209,39
1331,WeAreMarshall,Marshall M.I.C.E.,0,4,211,41
1332,usmc7789,Yonkers DevilDogNutGrinders,0,4,251,62
1333,skipplespiff,Manhattan Stoats,0,5,239,35
1334,savtipp,Motown Cubbies,0,5,270,43
1335,Evno,Tyler Thumbsmashers,0,5,278,36
1336,mdd31,Las Vegas Outlaws,0,5,288,35
1337,tama,Houston Skeeters,0,5,288,37
1338,Saigaman,Portland Beaver's,0,5,307,57
1339,PeterDragon,D'Town Hillside Rams,0,5,522,90
1340,bryce_harper_3,Chicago Commies,0,7,324,34
1341,doublea1751,Kickback Kings,0,7,364,36
